polisyaraf,poliklinik syaraf
pemandagan,pemandangan
nolong,menolong
smga,semoga
dirwt,dirawat
sembuuh,sembuh
bbrp,beberapa
siplah,baik
nganter,mengantar
kelegkapan,kelengkapan
menbangun,membangun
facilities,fasilitas
service,pelayanan
improved,ditingkatkan
hospitally,rumah_sakit
priksa,periksa
excellent,unggul
parhetic,lumpuh
semiga,semoga
top,bagus
international,internasional
ngurus,mengurus
antriannya,antrean
lg,lagi
telp,telepon
ngak,tidak
feels,merasa
home,rumah
trus,terus
nekuk,menekuk
rumahsakit,rumah_sakit
kunjungirasa,kunjungi rasa
gak,tidak
sakitpelayanan,sakit pelayanan
bangetdokter,banget dokter
lengkapperawat,lengkap perawat
baiktempat,baik tempat
bagusrumah,bagus rumah
recomended,rekomendasi
informasiantrian,informasi antrean
tebantu,terbantu
amazing,luar biasa
expectasi,harapan
release,melepaskan
dpt,dapat
utk,untuk
cust,pelanggan
cancel,batalkan
terangin,jelaskan
g,tidak
scr,secara
br,baru
pgn,pengen
mgkn,mungkin
mbl,mobil
bonafit,dipercaya
application,aplikasi
rp,rupiah
tama,tamah
pnh,pernah
wkt,waktu
op,operasi
psya,punya
lab,laboratorium
krn,karena
sdg,sedang
super,hebat
women,wanita
kmr,kamar
std,standar
skrg,sekarang
appointment,janji
wa,whatsapp
spt,seperti
sj,saja
photo,foto
hp,telpon_genggam
okee,oke
shg,sehingga
tech,teknologi
miss,hilang
history,catatan
bener,benar
friendly,ramah
pinyu,pintu
kayqk,kayak
lainya,lain
dg,dengan
msmbutuhkan,membutuhkan
sllu,selalu
pkok,pokok
shift,pergantian
moga,semoga
sekuriti,satpam
baikkondisi,baik kondisi
baika,baik
tll,terlalu
homy,rumah
bangets,banget
acra,acara
mga,semoga
sultanharga,sultan harga
sultangegeh,sultan
stress,stres
jum,jumat
lots,luas
profit,keuntungan
oriented,berorientasi
ultimate,utama
go,pergi
specialist,spesialis
th,tahun
bag,bagian
jilbabpan,jilbab
kesehatana,kesehatan
asuk,masuk
tese,tes
prawat,perawat
check,cek
oprasi,operasi
complete,lengkap
ta,tanya
dipoli,poliklinik
pagisampe,pagi sampai
ring,cincin
tahuna,tahun
ditingkatka,ditingkatkan
trimakasih,terima_kasih
nicely,baik
dsb,dan sebagainya
kpd,kepada
hny,hanya
cz,karena
apotik,apotek
chaos,kekacauan
bejibuny,bejibun
fak,fakultas
mantab,bagus
areas,area
professional,profesional
make,membuat
pngabdian,pengabdian
kalo,kalau
priksa,periksa
scalling,membersihkan karang gigi
share,membagikan
ngasih,memberi
insightful,menambah wawasan
bad,buruk
booking,pesan
boking,pesan
view,pemandangan
greenery,hijau
akir,akhir
jazmine,jasmin
environment,lingkungan
full,penuh
sl,selalu
tibak,tiba
job,pekerjaan
dah,sudah
nurses,perawat
doctors,dokter
kind,baik
ngambil,mengambil
soremulai,sore mulai
polinamun,poliklinik namun
terbantung,terbantu
dpn,depan
prime,primer
time,waktu
hatus,harus
prof.,profesor
ecara,secara
come,ayo
second,kedua
sadly,mengecewakan
tools,peralatan
instruments,instrumen
use,penggunaan
outdated,ketinggalan jaman
inaccurate,tidak akurat
takes,membutuhlan
million,jutaan
years,tahun
get,mendapatkan
examination,uji
sure,benar_benar
admis,administrasi
laboratnya,laboratorium
poly,poliklinik
tgl,tinggal
stlah,setelah
slsai,selesai
msh,masih
drpd,daripada
injection,suntik
ngobrol,mengobrol
kanti,kantin
standarnya,standar
napa,nampak
ourself,diri kita
sometimes,kadang
save,simpan
really,sangat
generous,murah hati
inpatient,rawat_inap
anakdll,anak
ambiance,suasana
children,anak
playground,tempat_bermain
communicative,komunikatif
minute,menit
spent,dihabiskan
medicine,medis
person,orang
family,keluarga
love,cinta
comfort,nyaman
complete,lengkap
emergency,darurat
illness,penyakit
heart,jantung
attack,serangan
treat,layanan
well,baik
feel,merasa
bad,buruk
early,awal
morning,pagi
starts,mulai
taking,mengambil
queue,antrean
numbers,nomor
calling,panggilan
around,sekitar
sampean,anda
sperti,seperti
prefer,suka
found,menemukan
still,tetap
empty,kosong
known,tahu
unprofessional,tidak_profesional
wait,menunggu
long,panjang
leave,meninggalkan
bcause,karena
already,sudah
pay,membayar
easy,mudah
access,akses
situation,situasi
near,dekat
food,makanan
truck,truk
seller,penjual
ask,menanyakan 
simple,simpel
question,pertanyaan
unconnected,tidak_tersambung
darahsaya,darah saya
uda,udah
next,selanjutnya
krn,karena
mmending,mending
klr,keluar
jost,baik
tenan,sekali
admision,administrasi
bbrp,beberapa
thanks,terima_kasih
bedrest,tempat tidur
med,medis
daughter,anak_perempuan
born,lahir
terms,lingkungan
highly,sangat
tarqphi,terapi
took,mengambil
parents,orang_tua
many,banyak
times,waktu
ever,pernah
went,datangi
outstanding,luar biasa
later,nanti
wait,tunggu
hour,jam
mbatin,batin
bapaka2,bapak
apes,tidak_beruntung
hospitals,rumah_sakit
biggest,terbesar
complicated,ribet
terrible,masalah
coffee,kopi
shop,toko
terlaku,terlalu
sgt,sangat
technology,teknologi
first,pertama
coming,datang
last,terakhir
spoke,berbicara
english,bahasa_inggris
healing,penyembuhan
betehesda,bethesda
location,lokasi
reach,mencapai
dont,tidak
understand,paham
read,membaca
people,orang
comment,komentar
hospitable,rumah_sakit
visitted,dikunjungi
hearted,hati
corneretc,wilayah
corner,wilayah
uncomplicated,tidak_ribet
competent,berkompeten
help,bentuk
registration,registrasi
steps,langkah
polite,sopan
need,butuh
administration,administrasi
protocol,protokol
clear,bersih
easier,lebih mudah
friend,teman
surgery,bedah
went,datangi
convenience,kenyamanan
course,tentu
large,luas
enjoy,menikmati
served,dilayani
stayed,berada
aspect,aspek
taking,mengambil
pharmacy,farmasi
caring,peduli
patient,pasien
means,berarti
healthy,sehat
almost,hampir
care,pelayanan
pnh,pernah
wlpun,walaupun
lgs,langsung
maxut,maksud
gardens,kebun
circling,berputar
giving,memberi
visitor,pengunjung
start,mulai
entering,masuk
dodgy,cerdik
wa,whatsapp
rekomended,rekomendasi
advice,saran
bersihh,bersih
rebet,ribet
wakemudian,whatsapp kemudian
ad,ada
runuttempat,runut tempat
nyamanuntuk,nyaman untuk
higienisstandar,higienis standar
kyk,kayak
gt,gitu
knapa,kenapa
not,tidak
gk,tidak
smp,sampai
numpang,menumpang
kpn,kapan
chash,cash
ssh,susah
blom,belum
meninggalpun,meninggal pun 
era,zaman
dokterjaga,dokter jaga
stopkontak,stop kontak
betreai,baterai
terbaiky,terbaik
historis,sejarah
terjagay,terjaga
syg,sayang
dlengkap,lengkap
bersihtindakanya,bersih tindakannya
trmksh,terima_kasih
bersihtp,bersih tapi
ribetapalagi,ribet apalagi
pokokknya,pokoknya
wibmohon,wib mohon
klw,kalau
ketersediaam,ketersediaan
udh,udah
ttp,tetap
mungkun,mungkin
ngmgnya,ngomongnya
lpas,lepas
runah,rumah
dsn,dusun
dsa,desa
trampil,terampil
hsil,hasil
mmberikan,memberikan
jwb,jawab
drimana,dari mana
jawabapakah,jawab apakah
pertahannkan,pertahankan
sblm,sebelum
tggl,tanggal
smuanya,semuanya
bnyaknya,banyaknya
bnyaknya,banyak
bagaus,bagus
poloklinik,poliklinik
polianak,poliklinik anak
dlu,dulu
kluar,keluar
bsa,bisa
nemu,bertemu
ngomong,berbicara
kek,seperti
yogyakarya,yogyakarta
tlpnnya,telepon
tlpn,telepon
mantabh,bagus
mantap,bagus
repon,respon
yogyakara,yogyakarta
very,sangat
disappointed,mengecewakan
naiss,bagus
tidak_ngefek,tidak_berefek
muraah,murah
kebersohan,kebersihan
should,harusnya
spy,supaya
jln,jalan
lamaga,lama
ugmmerupakan,ugm merupakan
cuman,cuma
jogaja,yogyakarta
pemandandangan,pemandangan
ama,sama
mbacot,bicara
ogah,males
lairan,lahiran
nurse,perawat
skg,sekarang
karna,karena
bantulyg,bantul 
masi,masih
luaas,luas
mnurut,menurut
gx,tidak
tw,tahu
gmana,bagaimana
jlas,jelas
dng,dengan
brobat,berobat
fisiotrapi,fisioterapi
pnembahan,panembahan
mlah,malah
karnakan,karena
ssyang,sayang
sbesar,sebesar
trpaksa,terpaksa
kmbali,kembali
hariy,hari
wlpun,walaupun
dngan,dengan
infrmasi,informasi 
ramaii,ramai
lengkaparkiran,lengkap parkiran
luastapi,luas tapi
antrinya,antre
pendaftaranya,pendaftaran
manajemenya,manajemen
ngukur,mengukur
sembihkan,sembuhkan
setadium,stadium
bantuanya,bantuan
soalny,soalnya
bingit,banget
ma,sama
cewenya,cewek
tidak_freandly,tidak_ramah
tdinya,tadinya
nda,tidak
ortu,orang tua
berkeraky,berkerak
jgn,jangan
tidak_mendesaka,tidak_mendesak
padahl,padahal
kayk,seperti
bersihy,bersih
baiky,baik
memuaskany,memuaskan
smuga,semoga
gk,tidak
cmn,cuma
trnyata,ternyata
gni,begini
sumpama,seumpama
dirumahsakit,rumah_sakit
dirs,rumah_sakit
ngga,tidak
telfon,telepon
not,tidak
byk,banyak
team,tim
beaya,biaya
terima_kasihnb,terima_kasih
must,harus
hape,hanpdhone
to,untuk
canteen,kantin
ssmua,semua
burukdapet,buruk dapet
atos,susah
patiently,sabar
procedure,prosedur
effective,efektif
here,disini
difficult,sulit
desk,tempat
can,dapat
we,kita
blood,darah
test,tes
day,hari
bsknya,besok
dbwa,dibawa
dsini,disini
perawatny,perawatnya
ngelap,mengelap
bdan,badan
blh,boleh
mndi,mandi
mrka,mereka
mmg,memang
cpti,seperti
pasienny,pasiennya
sll,selalu
stlh,setelah
tnya,tanya
pdhl,padahal
dlu,dulu
ninggalkan,meninggalkan
td,tadi
bban,beban
krang,kurang
mmg,memang
they,mereka
will,akan
less,kurang
humane,orang
turn,turun
runag,ruang
pdhl,padahal
smoga,semoga
pikr,pikir
kantinya,kantin
management,manajemen
ranap,rawat_inap
there,disana
have,mempunyai
performance,penampilan
gilatrs,gila terus
dikasi,diberi
parahh,parah
pdhal,padahal
sblm,sebelum
yapokoknya,pokoknya
ssatu,satu
nyesall,menyesal
tidak_nyesall,tidak_menyesal
mreka,mereka
ql,kalau
icuql,icu
hnya,hanya
qta,kita
tnya,tanya
dbndingkan,dibandingkan
bgus,bagus
thd,terhadap
ktmu,ketemu
pkknya,pokoknya
dbndingkn,dibandingkan
sift,giliran
lpa,lupa
skli,sekali
lngkp,lengkap
orgnya,orangnya
bgtu,begitu
ksanny,kesan
palah,malah
court,konter
luascukup,luas cukup
gaenak,tidak_enak
overthingking,berfikir berlebihan
ngantar,mengantar
dngn,dengan
semuanyainisial,semuanya inisial
bsk,besok
brp,berapa
domter,dokter
galaky,galak
situ,kamu
lakik,pria
bukam,bukan
waw,mengejutkan
ademnamun,adem namun
kuranh,kurang
gda,tidak_ada
ama,sama
disalahlan,disalahkan
letknya,letaknya
tidak_bs,tidak_bisa
penanga,penanganannya
telpnya,telepon
dtgnya,datang
mmprthnkn,mempertahankan
kdepanya,kedepan
yogja,yogyakarta
propesional,profesional
mmng,memang
dianjurkan,rekomendasi
appt,janji
failitas,fasilitas
junlahr,jumlah
udara,air
gmn,bagaiman
dok,dokter
sus,suster
mesti,pasti
simiskin,miskin
yrsurat,surat
fk,fakultas_kedokteran
tingga,tinggi
nyari,mencari
nyariin,mencarikan
truz,terus
obatnya,obat
sampe,sampai
agak,sedikit
tempatnya,tempat
susternya,suster
rumah_sakitnya,rumah_sakit
semakin,makin
tergantunf,terfantung
karen,karena
pendaftarannya,pendaftaran
nympe,sampai
monggo,silahkan
pelayanannya,pelayanan
samapi,sampai
seleasi,selesai
bersihy,bersih
ralan,rawat_jalan
runah,rumah
berlakuu,berlaku
perjalanannya,perjalanan
rumahnya,rumah
perawatnya,perawat
bari,baru
tarifnya,tarif
nggak,tidak
wlw,kalau
hrz,harus
tmbh,tambah
kt,kita
pdhl,padahal
sprti,seperti
tidak_baiky,tidak_baik
pembiayaanya,biaya
prasarananya,prasarana
baiky,baik
klas,kelas
hmpr,hampir
murangan,morangan
cukup_bgs,cukup_bagus
memadahiy,memadai
aisiu,icu
tmpt,tempat
selai,selain
ibuku,ibu
rdud,rumah_sakit
rsud,rumah_sakit
polikliniknya,poliklinik
hariy,hari
wlpn,walaupun
njenguk,menjenguk
rumah_sakitnya,rumah_sakit
antrianya,antrean
aantrian,antrean
kwalitasnya,kualitas
rs,rumah_sakit
antri,antre
lahiran,melahirkan
antrinya,antre
pendataran,pendaftaran
bgs,bagus
rsnya,rumah_sakit
trimakasih,terima_kasih
sdr,saudara
kurg,kurang
ckup,cukup
pemerinntah,pemerintah
antriannya,antrean
pelayananya,pelayanan
antri,antre
doughter,dokter
yogya,yogyakarta
jogja,yogyakarta
jogja,yogyakarta
bingit,banget
mriksa,periksa
komunikasinya,komunikasi
polinya,poliklinik
obatnya,obat
obsgyn,obgyn
terletaak,terletak
gak,tidak
kesusahan,susah
terletaak,terletak
freandly,friendly
rsnya,rumah_sakit
pelayanannya,pelayanan
orangnya,orang
pasiennya,pasien
kalo,kalau
harua,harus
nmr,nomor
berkeraky,berkerak
males,malas
rumah_sakitnya,rumah_sakit
bingits,banget
slh,salah
bnyk,banyak
kebanyakn,kebanyakan
hrusnya,harusnya
permaslhn,permasalahan
malh,malah
dibhs,dibahas
dikondisikn,dikondisikan
jngn,jangan
pasiennya,pasien
obt,obat
mohn,mohon
mlh,malah
tambh,tambah
trhir,terakhir
mislnya,misalnya
mslh,masalah
bagiam,bagian
trtntu,tertentu
pngn,pengen
msih,masih
kurang_tdak,kurang tidak
specialisny,spesialis
gg,tidak
ngantrinya,antre
slesai,selesai
bnyak,banyak
perawatnya,perawat
dsayangkan,disayangkan
sblh,sebelah
kya,kayak
satpamnya,satpam
thn,tahun
smkn,makin
layanan,pelayanan
ptosedur,prosedur
dkt,dekat
gakpapa,tidak_apa
bermainnya,bermain
sdah,sudah
ninggalkan,meninggalkan
baek,baik
poli,poliklinik
ugdnya,ugd
spesias,spesialis
koass,koas
pelayananya,pelayanan
prh,pernah
jga,juga
ara,area
nengokin,menjenguk
waiting,menunggu
not,tidak
joga,yogyakarta
government,pemerintah
improvements,perbaikan
docters,dokter
sevice,pelayanan
terbilg,terbilang
rsa,rumah_sakit
lamaga,lama tidak
ktm,bertemu
nginep,menginap
berstandart,standar
mantapss,bagus
anaku,anak
oprsi,operasi
plyanan,pelayanan
adeko,adik
melyani,melayani
dstu,disitu
trtulis,tertulis
mnjawab,menjawab
melyani,melayani
bntar,sebentar
lgi,lagi
krsi,kursi
datan,datang
nyesel,menyesal
jaman,zaman
rima,rumah
hbs,habis
aware,peduli
rspau,rumah_sakit
kelihataj,kelihatan
antri,antre
recomended,rekomendasi
edm,sdm
kl,kalau
yankes,pelayanan kesehatan
ok,bagus
lemoott,lama
letaknya,letak
terimakasih,terima_kasih
rm,rekam_medis
ok,bagus
cm,cuma
direkomendasikan,rekomendasi
staff,staf
rs,rumah_sakit
udh,udah
ketidak,tidak
jelasan,jelas
lemes,lemas
gda,tidak_ada
ga,tidak
rekomen,rekomendasi
nopol,nomor polisi
tar,nanti
employee,pegawai
mberbes,mengalir
matakuh,mataku
dilaborat,laboratorium
uncomplicated,tidak_ribet
tidak_confusing,tidak_membingungkan
dokterny,dokter
kalo,kalau
best,terbaik
facility,fasilitas
bapakku,bapak
highly,sangat
recommended,rekomendasi
pelayannya,pelayan
however,bagaimanapun
antrinya,antre
nyobain,mencoba
priksa,periksa
ngegas,membentak
confusing,membingungkan
disrespectful,tidak_peduli
bejibuny,ramai
sianga2,siang
friendly,ramah
great,bagus 
sygnya,sayang
layanannya,pelayanan
tempatnya,tempat
recommended,rekomendasi
ngerasain,merasakan
tingkatkkan,tingkatkan
nyamuks,nyamuk
mengantre,antre
ngambil,mengambil
dftar,daftar
mengapdi,mengabdi
antrine,antre
nganterin,menganter
tempatnya,tempat
rsud,rumah_sakit
ade,adik
tempatnya,tempat
gedungnya,gedung
pelaya,pelayanan
kalok,kalau
pke,pakai
belagu,sombong
enk,enak
gede,besar
roemah,rumah
oemoem,umum
soerabaja,surabaya
complain,protes
unt,untuk
postif,positif
sekekjul,jadwal
nyampur,campur
krena,karena
buanyak,banyak
nungguin,menunggu
jempolan,bagus
ketus,tidak_ramah
dl,dulu
bt,untuk
terengkap,terlengkap
bangett,banget
wlo,walaupun
dptnya,dapat
perkembanhannya,perkembangan
brapa,berapa
keep,tetap
smile,tersenyum
pasein,pasien
krng,kurang
sk,suka
tidak_lngsun,tidak_langsung
rumkital,rumah_sakit
sby,surabaya
rmah,rumah
belum_tdr,belum_tidur
muantap,mantap
praktik,praktek
mantaf,mantap
dirmh,rumah
dkter,dokter
srby,surabaya
suasanaya,suasananya
txq,terima_kasih
kemoterapy,kemoterapi
klinik,poliklinik
fasilitasnya,fasilitas
dptkan,dapatkan
soutomo,soetomo
lagii,lagi
antrianx,antre
pelayananx,pelayanan
antriane,antre
puanjang,panjang
lamax,lama
positivenya,positif
wcnya,toilet
dpat,dapat
brang,barang
pelayananx,pelayanan
sngat,sangat
canter,pusat
memprmudah,mempermudah
aktifi,aktivitas
lamay,lama
mengantri,antre
kmren,kemarin
cma,cuma
kluarga,keluarga
blg,bilang
tnpa,tanpa
mnjlaskan,menjelaskan
tmen,teman
dtangani,ditangani
rsu,rumah_sakit
dtang,datang
sunghuh,sungguh
ngantre,antre
bgtty,banget
dsni,disini
sngat,sangat
peseanya,pasien
pelayana,pelayanan
baxakan,banyakan
sampek,sampai
mlahirkan,melahirkan
sni,sini
ktemu,ketemu
surter,suster
temen,teman
pasilitas,fasilitas
jdwal,jadwal
truss,terus
spda,sepeda
jlan,jalan
ksana,kesana
cantek,cantik
ktemuan,ketemuan
yerbesar,terbesar
pasilitas,fasilitas
plagi,apalagi
pasients,pasien
bertrima,terima
penddikan,pendidikan
lsm,lama
sagar,sangat
brilh,berilah
kekuatn,kekuatan
kel,keluarga
qm,kami
jm,jam
ditentukn,ditentukan
kasihn,kasihan
kalu,kalau
atw,atau
jwblh,jawablah
skali,sekali
perfec,sempurna
memilika,memiliki
mengrahkan,mengarahkan
mmbantu,membantu
berdosaa,berdosa
phak,piha
lm,lama
blgnya,bilangnya
harapa,harapan
keramahannya,ramah
smpai,sampai
rsup,rumah_sakit
bbrpa,beberapa
tetlalu,terlalu
opresi,operasi
kangker,kanker
dokterx,dokter
bgitw,begitu
lebay,berlebihan
rswc,rumah_sakit
presikat,predikat
ngekuh,mengeluh
nnt,nanti
rumag,rumah
msalah,masalah
perwat,perawat
pekera,pekerja
kluarga,keluarga
palig,paling
rsu,rumah_sakit
rsws,rumah_sakit
plang,pulang
mnunggu,menunggu
rumh,rumah
rmah,rumah
skitx,sakit
rspadgs,rumah_sakit
krjasama,kerjasama
mw,mau
msuk,masuk
ksakitan,kesakitan
ksh,kasih
pralatan,peralatan
dikunjunggi,dikunjungi
disipliny,disiplin
perubahaanya,perubahan
laen,lain
rshs,rumah_sakit
anaka,anak
kluarga,keluarga
elor,error
ksini,kesini
bagu,bagus
sna,sana
rspad,rumah_sakit
terbaij,terbaik
specalis,spesialis
ngnter,mengantar
umah,rumah
terua,terus
jka,jika
rsudza,rumah_sakit
rsu,rumah_sakit
tdak,tidak
persalinanny,persalinan
pailitas,fasilitas
lengkapl,lengkap
tman,teman
cpat,cepat
oprasinya,operasi
bnyak,banyak
doktor,dokter
dpat,dapat
perkembanga,perkembangan
bkerja,bekerja
tempt,tempat
skitar,sekitar
ngelayani,melayani
drpan,depan
scuriti,satpam
utk,untuk
seprti,seperti
smntara,sementar
tidak_menemukn,tidak_menemukan
staffnya,staf
brsih,bersih
agk,agak
ttap,tetap
brsih,bersih
ramahh,ramah
ataua,atau
tengaha,tengah
rsdam,rumah_sakit
ksini,kesini
trlht,terlihat
tidak_trllu,tidak_terlalu
plg,paling
bangeett,banget
tingktkan,tingkatkan
perwt,perawat
terhp,terhadap
tingktkn,tingkatkan
dab,dan
trima,terima
mw,maun
komitmem,komitmen
tidak_kelabaka,tidak_kelabakan
utuk,untuk
rsdm,rumah_sakit
bwt,buat
lwt,lewat
cept,cepat
tertolng,tertolong
ucpkan,ucapkan
sekluarga,sekeluarga
anakq,anak
huebat,hebat
mbangun,membangun
prlayanan,pelayanan
teralalu,terlalu
kyak,kayak
tmptku,tempat
mnimba,menimba
pernahh,pernah
kebersihannya,kebersihan
sdikitpun,sedikitpun
bpak,bapak
rumah_sakite,rumah_sakit
aslayanan,layanan
askamar,kamar
kreditas,kredit
asakses,askes
asmasjid,masjid
asbeberapa,beberapa
asparkir,parkir
assayangnya,sayangnya
aatau,atau
buasanya,biasanya
gag,tidak
bejibun,ramai
kinerjannya,kinerja
tggu,tunggu
trmasuk,termasuk
sktr,sekitar
klar,keluar
penaganan,penanganan
mnit,menit
penganiyayaan,penganiayaan
pelyanannya,pelayanan
dsni,disini
luamma,lama
didlm,dalam
terlwngkap,terlengkap
stingkat,setingkat
medisx,medis
mhn,mohon
ndk,tidak
rsu,rumah_sakit
securty,satpam
banyk,banyak
menuruut,menurut
pelaynan,pelayanan
kirang,kurang
emg,emang
puanjang,panjang
rsf,rumah_sakit
notel,nomor telepon
belayanannya,pelayanan
polibedah,poliklinik bedah
tudur,tidur
prosessnya,proses
fasilitas,fasilitas
jawabny,jawab
bokap,bapak
gabisa,tidak_bisa
